Number of Records,Gas_Year,Gas_Values,Countries
1,01/01/2010,4.701,Ireland
1,01/01/2010,68.056664421,Italy
1,01/01/2010,1.481869694,Latvia
1,01/01/2010,2.492,Lithuania
1,01/01/2010,1.196586737,Luxembourg
1,01/01/2010,40.204929779,Netherlands
1,01/01/2010,0.095317,North Macedonia
1,01/01/2010,3.509380984,Norway
1,01/01/2010,13.957557084,Poland
1,01/01/2010,4.461530101,Portugal
1,01/01/2010,10.788392089,Romania
1,01/01/2010,5.006427343,Slovakia
1,01/01/2010,0.862256589,Slovenia
1,01/01/2010,31.123360404,Spain
1,01/01/2010,1.329535684,Sweden
1,01/01/2010,2.708727429,Switzerland
1,01/01/2010,30.800543852,Turkey
1,01/01/2010,46.913667143,Ukraine
1,01/01/2010,84.688601017,United Kingdom
1,01/01/2010,7.003331943,Azerbaijan
1,01/01/2010,17.823183862,Belarus
1,01/01/2010,9.479190442,Kazakhstan
1,01/01/2010,364.505782396,Russian Federation
1,01/01/2010,15.710993783,Turkmenistan
1,01/01/2010,,USSR
1,01/01/2010,37.871023216,Uzbekistan
1,01/01/2010,124.152535297,Iran
1,01/01/2010,6.135219261,Iraq
1,01/01/2010,4.396431642,Israel
1,01/01/2010,12.016799615,Kuwait
1,01/01/2010,14.015010271,Oman
1,01/01/2010,21.861236698,Qatar
1,01/01/2010,71.60533104,Saudi Arabia
1,01/01/2010,50.964440456,United Arab Emirates
1,01/01/2010,21.777493551,Algeria
1,01/01/2010,37.333082545,Egypt
1,01/01/2010,0.599754522,Morocco
1,01/01/2010,3.544330251,South Africa
1,01/01/2010,0.725541004,Eastern Africa
1,01/01/2010,29.048689118,Australia
1,01/01/2010,16.555225393,Bangladesh
1,01/01/2010,93.614836536,China
1,01/01/2010,3.090552749,China Hong Kong SAR
1,01/01/2010,50.697869381,India
1,01/01/2010,37.874107497,Indonesia
1,01/01/2010,85.930110105,Japan
1,01/01/2010,32.694,Malaysia
1,01/01/2010,3.75467902,New Zealand
1,01/01/2010,30.394149037,Pakistan
1,01/01/2010,3.030917292,Philippines
1,01/01/2010,7.167719091,Singapore
1,01/01/2010,38.7072,South Korea
1,01/01/2010,0,Sri Lanka
1,01/01/2010,13.310205013,Taiwan
1,01/01/2010,37.15009709,Thailand
1,01/01/2010,7.801315563,Vietnam
1,01/01/2011,83.861736887,Canada
1,01/01/2011,60.884342935,Mexico
1,01/01/2011,565.959424363,US
1,01/01/2011,37.695433095,Argentina
1,01/01/2011,23.631491798,Brazil
1,01/01/2011,5.0185,Chile
1,01/01/2011,7.321557573,Colombia
1,01/01/2011,0.482163671,Ecuador
1,01/01/2011,4.601075282,Peru
1,01/01/2011,15.448961155,Trinidad & Tobago
1,01/01/2011,28.655539097,Venezuela
1,01/01/2011,7.774554344,Austria
1,01/01/2011,14.208082545,Belgium
1,01/01/2011,2.630653482,Bulgaria
1,01/01/2011,2.570220694,Croatia
1,01/01/2011,0,Cyprus
1,01/01/2011,6.809157352,Czech Republic
1,01/01/2011,3.73806067,Denmark
1,01/01/2011,0.507165377,Estonia
1,01/01/2011,3.105760963,Finland
1,01/01/2011,36.989712016,France
1,01/01/2011,69.527706124,Germany
1,01/01/2011,3.954417998,Greece
1,01/01/2011,9.383944779,Hungary
1,01/01/2011,0,Iceland
1,01/01/2011,4.135,Ireland
1,01/01/2011,63.814334507,Italy
1,01/01/2011,1.305282257,Latvia
1,01/01/2011,2.7188,Lithuania
1,01/01/2011,1.032267906,Luxembourg
1,01/01/2011,35.191554409,Netherlands
1,01/01/2011,0.110277,North Macedonia
1,01/01/2011,3.456360822,Norway
1,01/01/2011,14.146627496,Poland
1,01/01/2011,4.517353127,Portugal
1,01/01/2011,11.105051591,Romania
1,01/01/2011,4.637059329,Slovakia
1,01/01/2011,0.737797879,Slovenia
1,01/01/2011,28.930424184,Spain
1,01/01/2011,1.077966466,Sweden
1,01/01/2011,2.402622528,Switzerland
1,01/01/2011,35.975819003,Turkey
1,01/01/2011,48.260451516,Ukraine
1,01/01/2011,70.437237737,United Kingdom
1,01/01/2011,7.669930267,Azerbaijan
1,01/01/2011,16.5315433,Belarus
1,01/01/2011,10.457182622,Kazakhstan
1,01/01/2011,374.579655529,Russian Federation
1,01/01/2011,17.829110473,Turkmenistan
1,01/01/2011,,USSR
1,01/01/2011,40.719150834,Uzbekistan
1,01/01/2011,131.72193534,Iran
1,01/01/2011,5.418675838,Iraq
1,01/01/2011,4.083576956,Israel
1,01/01/2011,13.635361551,Kuwait
1,01/01/2011,15.57493437,Oman
1,01/01/2011,24.655632897,Qatar
1,01/01/2011,75.362854686,Saudi Arabia
1,01/01/2011,52.997544243,United Arab Emirates
1,01/01/2011,23.041240327,Algeria
1,01/01/2011,41.065563199,Egypt
1,01/01/2011,0.759132698,Morocco
1,01/01/2011,3.680953823,South Africa
1,01/01/2011,0.821179479,Eastern Africa
1,01/01/2011,30.337989183,Australia
1,01/01/2011,16.837617797,Bangladesh
1,01/01/2011,116.219150589,China
1,01/01/2011,2.461339811,China Hong Kong SAR
1,01/01/2011,51.836523713,India
1,01/01/2011,36.744884545,Indonesia
1,01/01/2011,96.324372353,Japan
1,01/01/2011,32.947,Malaysia
1,01/01/2011,3.409621182,New Zealand
1,01/01/2011,30.386626689,Pakistan
1,01/01/2011,3.272443222,Philippines
1,01/01/2011,7.125644343,Singapore
1,01/01/2011,41.6556,South Korea
1,01/01/2011,0,Sri Lanka
1,01/01/2011,14.651704148,Taiwan
1,01/01/2011,38.106672999,Thailand
1,01/01/2011,7.036285469,Vietnam
1,01/01/2012,83.585490112,Canada
1,01/01/2012,63.330842935,Mexico
1,01/01/2012,591.679086966,US
1,01/01/2012,39.264152481,Argentina
1,01/01/2012,28.010776669,Brazil
1,01/01/2012,4.5579,Chile
1,01/01/2012,8.139206946,Colombia
1,01/01/2012,0.64399709,Ecuador
1,01/01/2012,5.150347677,Peru
1,01/01/2012,14.679350562,Trinidad & Tobago
1,01/01/2012,29.761677408,Venezuela
1,01/01/2012,7.415426992,Austria
1,01/01/2012,14.393809114,Belgium
1,01/01/2012,2.45161221,Bulgaria
1,01/01/2012,2.413246393,Croatia
1,01/01/2012,0,Cyprus
1,01/01/2012,6.856104901,Czech Republic
1,01/01/2012,3.491220304,Denmark
1,01/01/2012,0.527753893,Estonia
1,01/01/2012,2.74677558,Finland
1,01/01/2012,38.215214983,France
1,01/01/2012,69.742094201,Germany
1,01/01/2012,3.634409121,Greece
1,01/01/2012,8.374868635,Hungary
1,01/01/2012,0,Iceland
1,01/01/2012,4.032964484,Ireland
1,01/01/2012,61.355617375,Italy
1,01/01/2012,1.227160625,Latvia
1,01/01/2012,2.6547,Lithuania
1,01/01/2012,1.051050881,Luxembourg
1,01/01/2012,33.777586701,Netherlands
1,01/01/2012,0.114432,North Macedonia
1,01/01/2012,3.440946124,Norway
1,01/01/2012,14.977954524,Poland
1,01/01/2012,3.917017654,Portugal
1,01/01/2012,10.777386071,Romania
1,01/01/2012,4.365326741,Slovakia
1,01/01/2012,0.709663451,Slovenia
1,01/01/2012,28.56888576,Spain
1,01/01/2012,0.939294927,Sweden
1,01/01/2012,2.633705933,Switzerland
1,01/01/2012,37.247820292,Turkey
1,01/01/2012,44.573273271,Ukraine
1,01/01/2012,66.121013719,United Kingdom
1,01/01/2012,8.049394282,Azerbaijan
1,01/01/2012,16.68968042,Belarus
1,01/01/2012,11.137427606,Kazakhstan
1,01/01/2012,368.551936935,Russian Federation
1,01/01/2012,19.723509936,Turkmenistan
1,01/01/2012,,USSR
1,01/01/2012,39.757953568,Uzbekistan
1,01/01/2012,131.165549312,Iran
1,01/01/2012,5.452575236,Iraq
1,01/01/2012,2.099419604,Israel
1,01/01/2012,15.074670003,Kuwait
1,01/01/2012,16.927849565,Oman
1,01/01/2012,28.889978917,Qatar
1,01/01/2012,81.138005159,Saudi Arabia
1,01/01/2012,54.970550301,United Arab Emirates
1,01/01/2012,25.687080825,Algeria
1,01/01/2012,43.540090284,Egypt
1,01/01/2012,1.015270621,Morocco
1,01/01/2012,3.746628452,South Africa
1,01/01/2012,0.945089596,Eastern Africa
1,01/01/2012,30.430506871,Australia
1,01/01/2012,18.345897891,Bangladesh
1,01/01/2012,129.731369005,China
1,01/01/2012,2.266486264,China Hong Kong SAR
1,01/01/2012,47.89259831,India
1,01/01/2012,36.873358119,Indonesia
1,01/01/2012,105.945899247,Japan
1,01/01/2012,36.127,Malaysia
1,01/01/2012,3.807556759,New Zealand
1,01/01/2012,31.467954059,Pakistan
1,01/01/2012,3.137109436,Philippines
1,01/01/2012,7.678417885,Singapore
1,01/01/2012,45.1665,South Korea
1,01/01/2012,0,Sri Lanka
1,01/01/2012,15.378528308,Taiwan
1,01/01/2012,41.817285382,Thailand
1,01/01/2012,7.762317283,Vietnam
1,01/01/2013,89.650752365,Canada
1,01/01/2013,66.891716563,Mexico
1,01/01/2013,607.930212961,US
1,01/01/2013,39.576688706,Argentina
1,01/01/2013,33.003244002,Brazil
1,01/01/2013,4.568,Chile
1,01/01/2013,9.008818119,Colombia
1,01/01/2013,0.731884563,Ecuador
1,01/01/2013,5.057577021,Peru
1,01/01/2013,14.934828477,Trinidad & Tobago
1,01/01/2013,27.777988395,Venezuela
1,01/01/2013,7.051127371,Austria
1,01/01/2013,14.215821152,Belgium
1,01/01/2013,2.368357696,Bulgaria
1,01/01/2013,2.281852489,Croatia
1,01/01/2013,0,Cyprus
1,01/01/2013,6.946410146,Czech Republic
1,01/01/2013,3.293020203,Denmark
1,01/01/2013,0.544090953,Estonia
1,01/01/2013,2.554313557,Finland
1,01/01/2013,38.816125279,France
1,01/01/2013,73.064775007,Germany
1,01/01/2013,3.207818225,Greece
1,01/01/2013,7.807514092,Hungary
1,01/01/2013,0,Iceland
1,01/01/2013,3.841113606,Ireland
1,01/01/2013,57.386439233,Italy
1,01/01/2013,1.209125107,Latvia
1,01/01/2013,2.1644,Lithuania
1,01/01/2013,0.88990288,Luxembourg
1,01/01/2013,33.629502245,Netherlands
1,01/01/2013,0.129544,North Macedonia
1,01/01/2013,3.417110152,Norway
1,01/01/2013,14.970263686,Poland
1,01/01/2013,3.713106334,Portugal
1,01/01/2013,9.838950989,Romania
1,01/01/2013,4.8144454,Slovakia
1,01/01/2013,0.69704821,Slovenia
1,01/01/2013,26.077468644,Spain
1,01/01/2013,0.930760963,Sweden
1,01/01/2013,2.773645744,Switzerland
1,01/01/2013,37.804372313,Turkey
1,01/01/2013,41.013856444,Ukraine
1,01/01/2013,65.628335779,United Kingdom
1,01/01/2013,8.085115563,Azerbaijan
1,01/01/2013,16.569455964,Belarus
1,01/01/2013,11.6614463,Kazakhstan
1,01/01/2013,365.320232107,Russian Federation
1,01/01/2013,16.621849988,Turkmenistan
1,01/01/2013,,USSR
1,01/01/2013,39.683469475,Uzbekistan
1,01/01/2013,132.273854686,Iran
1,01/01/2013,6.08138865,Iraq
1,01/01/2013,5.705481513,Israel
1,01/01/2013,15.279785243,Kuwait
1,01/01/2013,18.637568385,Oman
1,01/01/2013,30.58645356,Qatar
1,01/01/2013,81.709802236,Saudi Arabia
1,01/01/2013,55.674658919,United Arab Emirates
1,01/01/2013,27.619529235,Algeria
1,01/01/2013,42.563521066,Egypt
1,01/01/2013,0.984452963,Morocco
1,01/01/2013,3.486129493,South Africa
1,01/01/2013,0.982292577,Eastern Africa
1,01/01/2013,31.963441524,Australia
1,01/01/2013,18.875998819,Bangladesh
1,01/01/2013,147.788944118,China
1,01/01/2013,2.135277472,China Hong Kong SAR
1,01/01/2013,42.149012748,India
1,01/01/2013,35.63389602,Indonesia
1,01/01/2013,106.222600816,Japan
1,01/01/2013,38.321,Malaysia
1,01/01/2013,4.048170042,New Zealand
1,01/01/2013,30.598218955,Pakistan
1,01/01/2013,2.889545358,Philippines
1,01/01/2013,8.611560698,Singapore
1,01/01/2013,47.2707,South Korea
1,01/01/2013,0,Sri Lanka
1,01/01/2013,15.423823401,Taiwan
1,01/01/2013,42.015757244,Thailand
1,01/01/2013,8.090898538,Vietnam
1,01/01/2014,94.232803095,Canada
1,01/01/2014,67.797461253,Mexico
1,01/01/2014,621.032205889,US
1,01/01/2014,39.68613849,Argentina
1,01/01/2014,34.957415518,Brazil
1,01/01/2014,3.7824,Chile
1,01/01/2014,9.788531255,Colombia
1,01/01/2014,0.750259715,Ecuador
1,01/01/2014,5.79963121,Peru
1,01/01/2014,14.654674222,Trinidad & Tobago
1,01/01/2014,29.257609097,Venezuela
1,01/01/2014,6.458276505,Austria
1,01/01/2014,12.435941531,Belgium
1,01/01/2014,2.35266552,Bulgaria
1,01/01/2014,2.019407662,Croatia
1,01/01/2014,0,Cyprus
1,01/01/2014,6.182115219,Czech Republic
1,01/01/2014,2.828407761,Denmark
1,01/01/2014,0.425360657,Estonia
1,01/01/2014,2.283438426,Finland
1,01/01/2014,32.595314295,France
1,01/01/2014,63.538286997,Germany
1,01/01/2014,2.445631161,Greece
1,01/01/2014,6.981608866,Hungary
1,01/01/2014,0,Iceland
1,01/01/2014,3.721641802,Ireland
1,01/01/2014,50.70644317,Italy
1,01/01/2014,1.086640155,Latvia
1,01/01/2014,2.0651,Lithuania
1,01/01/2014,0.843156019,Luxembourg
1,01/01/2014,29.640775771,Netherlands
1,01/01/2014,0.111135,North Macedonia
1,01/01/2014,3.698575174,Norway
1,01/01/2014,14.629072323,Poland
1,01/01/2014,3.547687212,Portugal
1,01/01/2014,9.489380911,Romania
1,01/01/2014,3.77233448,Slovakia
1,01/01/2014,0.626037427,Slovenia
1,01/01/2014,23.666294,Spain
1,01/01/2014,0.79316423,Sweden
1,01/01/2014,2.402622528,Switzerland
1,01/01/2014,40.108794067,Turkey
1,01/01/2014,34.666473899,Ukraine
1,01/01/2014,60.236893784,United Kingdom
1,01/01/2014,8.473298414,Azerbaijan
1,01/01/2014,16.441478528,Belarus
1,01/01/2014,12.878406047,Kazakhstan
1,01/01/2014,363.025144449,Russian Federation
1,01/01/2014,17.165086905,Turkmenistan
1,01/01/2014,,USSR
1,01/01/2014,41.744196045,Uzbekistan
1,01/01/2014,149.097974119,Iran
1,01/01/2014,6.475351935,Iraq
1,01/01/2014,6.232394669,Israel
1,01/01/2014,15.366417176,Kuwait
1,01/01/2014,18.278399706,Oman
1,01/01/2014,33.162669661,Qatar
1,01/01/2014,83.629406707,Saudi Arabia
1,01/01/2014,54.544254454,United Arab Emirates
1,01/01/2014,31.033383491,Algeria
1,01/01/2014,39.740971195,Egypt
1,01/01/2014,0.954097163,Morocco
1,01/01/2014,3.695807865,South Africa
1,01/01/2014,1.079197699,Eastern Africa
1,01/01/2014,34.479722433,Australia
1,01/01/2014,19.795590348,Bangladesh
1,01/01/2014,161.963143227,China
1,01/01/2014,2.052484695,China Hong Kong SAR
1,01/01/2014,41.703840722,India
1,01/01/2014,35.657178324,Indonesia
1,01/01/2014,107.2675139,Japan
1,01/01/2014,38.443,Malaysia
1,01/01/2014,4.498193866,New Zealand
1,01/01/2014,30.083137963,Pakistan
1,01/01/2014,3.038913759,Philippines
1,01/01/2014,8.933378168,Singapore
1,01/01/2014,42.9957,South Korea
1,01/01/2014,0,Sri Lanka
1,01/01/2014,16.223704784,Taiwan
1,01/01/2014,42.944739617,Thailand
1,01/01/2014,8.471754084,Vietnam
1,01/01/2015,94.370636285,Canada
1,01/01/2015,69.460805008,Mexico
1,01/01/2015,639.363279697,US
1,01/01/2015,40.11398819,Argentina
1,01/01/2015,36.91877977,Brazil
1,01/01/2015,4.148139,Chile
1,01/01/2015,9.640352005,Colombia
1,01/01/2015,0.705961489,Ecuador
1,01/01/2015,6.07573908,Peru
1,01/01/2015,14.630397202,Trinidad & Tobago
1,01/01/2015,31.847150316,Venezuela
1,01/01/2015,6.851328462,Austria
1,01/01/2015,13.628460877,Belgium
1,01/01/2015,2.579836629,Bulgaria
1,01/01/2015,2.081884016,Croatia
1,01/01/2015,0,Cyprus
1,01/01/2015,6.482760103,Czech Republic
1,01/01/2015,2.845445065,Denmark
1,01/01/2015,0.378140824,Estonia
1,01/01/2015,1.967206458,Finland
1,01/01/2015,35.040210297,France
1,01/01/2015,66.16819528,Germany
1,01/01/2015,2.640918289,Greece
1,01/01/2015,7.489825165,Hungary
1,01/01/2015,0,Iceland
1,01/01/2015,3.763,Ireland
1,01/01/2015,55.301305075,Italy
1,01/01/2015,1.095743766,Latvia
1,01/01/2015,2.066865864,Lithuania
1,01/01/2015,0.768937167,Luxembourg
1,01/01/2015,29.304003057,Netherlands
1,01/01/2015,0.111948,North Macedonia
1,01/01/2015,3.877589551,Norway
1,01/01/2015,14.702326359,Poland
1,01/01/2015,4.144336454,Portugal
1,01/01/2015,8.917304385,Romania
1,01/01/2015,3.879449699,Slovakia
1,01/01/2015,0.664173706,Slovenia
1,01/01/2015,24.538113,Spain
1,01/01/2015,0.766272571,Sweden
1,01/01/2015,2.567067928,Switzerland
1,01/01/2015,39.517663371,Turkey
1,01/01/2015,27.505324361,Ukraine
1,01/01/2015,61.947942858,United Kingdom
1,01/01/2015,9.584309974,Azerbaijan
1,01/01/2015,15.390292795,Belarus
1,01/01/2015,13.185403008,Kazakhstan
1,01/01/2015,351.397095676,Russian Federation
1,01/01/2015,21.828293136,Turkmenistan
1,01/01/2015,,USSR
1,01/01/2015,39.848989682,Uzbekistan
1,01/01/2015,158.228276139,Iran
1,01/01/2015,6.277813199,Iraq
1,01/01/2015,6.923968186,Israel
1,01/01/2015,17.474382603,Kuwait
1,01/01/2015,19.751208108,Oman
1,01/01/2015,36.539487207,Qatar
1,01/01/2015,85.320292347,Saudi Arabia
1,01/01/2015,61.520404782,United Arab Emirates
1,01/01/2015,32.607480653,Algeria
1,01/01/2015,39.569020529,Egypt
1,01/01/2015,0.971485114,Morocco
1,01/01/2015,3.713350676,South Africa
1,01/01/2015,1.382566546,Eastern Africa
1,01/01/2015,36.205477181,Australia
1,01/01/2015,22.230492488,Bangladesh
1,01/01/2015,167.402861585,China
1,01/01/2015,2.618776548,China Hong Kong SAR
1,01/01/2015,41.106481091,India
1,01/01/2015,35.293269398,Indonesia
1,01/01/2015,102.078801438,Japan
1,01/01/2015,37.786,Malaysia
1,01/01/2015,4.127299745,New Zealand
1,01/01/2015,31.413740668,Pakistan
1,01/01/2015,2.856836779,Philippines
1,01/01/2015,9.95584776,Singapore
1,01/01/2015,39.2517,South Korea
1,01/01/2015,0,Sri Lanka
1,01/01/2015,17.351986236,Taiwan
1,01/01/2015,43.818534919,Thailand
1,01/01/2015,8.845141874,Vietnam
1,01/01/2016,91.028116939,Canada
1,01/01/2016,71.392980845,Mexico
1,01/01/2016,644.109148626,US
1,01/01/2016,41.453148055,Argentina
1,01/01/2016,31.889838735,Brazil
1,01/01/2016,5.087103,Chile
1,01/01/2016,10.138947447,Colombia
1,01/01/2016,0.762088644,Ecuador
1,01/01/2016,6.53931608,Peru
1,01/01/2016,12.987612091,Trinidad & Tobago
1,01/01/2016,32.281771501,Venezuela
1,01/01/2016,7.172992503,Austria
1,01/01/2016,13.920206363,Belgium
1,01/01/2016,2.687059329,Bulgaria
1,01/01/2016,2.170553167,Croatia
1,01/01/2016,0,Cyprus
1,01/01/2016,7.016315563,Czech Republic
1,01/01/2016,2.89359696,Denmark
1,01/01/2016,0.415615745,Estonia
1,01/01/2016,1.724204643,Finland
1,01/01/2016,38.28885604,France
1,01/01/2016,72.987747206,Germany
1,01/01/2016,3.437489252,Greece
1,01/01/2016,8.027706124,Hungary
1,01/01/2016,0,Iceland
1,01/01/2016,4.231,Ireland
1,01/01/2016,58.078965205,Italy
1,01/01/2016,1.134641015,Latvia
1,01/01/2016,1.841672399,Lithuania
1,01/01/2016,0.709115929,Luxembourg
1,01/01/2016,30.225948218,Netherlands
1,01/01/2016,0.176039,North Macedonia
1,01/01/2016,3.75959823,Norway
1,01/01/2016,15.698719786,Poland
1,01/01/2016,4.36699342,Portugal
1,01/01/2016,9.023741067,Romania
1,01/01/2016,3.89533534,Slovakia
1,01/01/2016,0.704264942,Slovenia
1,01/01/2016,25.039725,Spain
1,01/01/2016,0.845163371,Sweden
1,01/01/2016,2.696904557,Switzerland
1,01/01/2016,38.267067928,Turkey
1,01/01/2016,27.017064165,Ukraine
1,01/01/2016,69.808253781,United Kingdom
1,01/01/2016,9.39866509,Azerbaijan
1,01/01/2016,15.294510941,Belarus
1,01/01/2016,13.590770819,Kazakhstan
1,01/01/2016,361.690791159,Russian Federation
1,01/01/2016,20.727583763,Turkmenistan
1,01/01/2016,,USSR
1,01/01/2016,37.254454434,Uzbekistan
1,01/01/2016,168.803996131,Iran
1,01/01/2016,8.508665606,Iraq
1,01/01/2016,7.953095443,Israel
1,01/01/2016,18.185652109,Kuwait
1,01/01/2016,19.639309775,Oman
1,01/01/2016,34.743961173,Qatar
1,01/01/2016,90.556319862,Saudi Arabia
1,01/01/2016,62.532614078,United Arab Emirates
1,01/01/2016,33.186801376,Algeria
1,01/01/2016,42.436898108,Egypt
1,01/01/2016,0.987270387,Morocco
1,01/01/2016,3.911381424,South Africa
1,01/01/2016,1.749694377,Eastern Africa
1,01/01/2016,35.877964164,Australia
1,01/01/2016,22.743720177,Bangladesh
1,01/01/2016,180.086920741,China
1,01/01/2016,2.688362175,China Hong Kong SAR
1,01/01/2016,43.67238337,India
1,01/01/2016,33.581637682,Indonesia
1,01/01/2016,100.100984918,Japan
1,01/01/2016,36.435655215,Malaysia
1,01/01/2016,4.121512886,New Zealand
1,01/01/2016,33.233596082,Pakistan
1,01/01/2016,3.275893593,Philippines
1,01/01/2016,10.233971332,Singapore
1,01/01/2016,40.9662,South Korea
1,01/01/2016,0,Sri Lanka
1,01/01/2016,18.027003278,Taiwan
1,01/01/2016,43.477433457,Thailand
1,01/01/2016,8.803654342,Vietnam
1,01/01/2017,94.324806535,Canada
1,01/01/2017,74.285175366,Mexico
1,01/01/2017,635.80570938,US
1,01/01/2017,41.530549056,Argentina
1,01/01/2017,32.357719991,Brazil
1,01/01/2017,4.827684387,Chile
1,01/01/2017,10.455023603,Colombia
1,01/01/2017,0.707856419,Ecuador
1,01/01/2017,5.798173834,Peru
1,01/01/2017,13.123349289,Trinidad & Tobago
1,01/01/2017,33.37248343,Venezuela
1,01/01/2017,7.798670549,Austria
1,01/01/2017,14.111349957,Belgium
1,01/01/2017,2.763241617,Bulgaria
1,01/01/2017,2.493264785,Croatia
1,01/01/2017,0,Cyprus
1,01/01/2017,7.201010318,Czech Republic
1,01/01/2017,2.779810631,Denmark
1,01/01/2017,0.394836152,Estonia
1,01/01/2017,1.576048533,Finland
1,01/01/2017,38.491572635,France
1,01/01/2017,77.153625681,Germany
1,01/01/2017,4.145571797,Greece
1,01/01/2017,8.541821916,Hungary
1,01/01/2017,0,Iceland
1,01/01/2017,4.315460582,Ireland
1,01/01/2017,61.546687083,Italy
1,01/01/2017,1.028708083,Latvia
1,01/01/2017,1.916496991,Lithuania
1,01/01/2017,0.693133534,Luxembourg
1,01/01/2017,31.033247349,Netherlands
1,01/01/2017,0.22638,North Macedonia
1,01/01/2017,3.942156475,Norway
1,01/01/2017,16.492118085,Poland
1,01/01/2017,5.450975605,Portugal
1,01/01/2017,9.620010438,Romania
1,01/01/2017,4.136693895,Slovakia
1,01/01/2017,0.741363737,Slovenia
1,01/01/2017,27.266402,Spain
1,01/01/2017,0.682007739,Sweden
1,01/01/2017,2.708297506,Switzerland
1,01/01/2017,44.340565348,Turkey
1,01/01/2017,25.959167075,Ukraine
1,01/01/2017,67.781507247,United Kingdom
1,01/01/2017,9.128637145,Azerbaijan
1,01/01/2017,15.656711232,Belarus
1,01/01/2017,13.650024831,Kazakhstan
1,01/01/2017,370.679785647,Russian Federation
1,01/01/2017,21.791051089,Turkmenistan
1,01/01/2017,,USSR
1,01/01/2017,37.059703103,Uzbekistan
1,01/01/2017,180.515492936,Iran
1,01/01/2017,10.950911277,Iraq
1,01/01/2017,8.507177558,Israel
1,01/01/2017,18.080409382,Kuwait
1,01/01/2017,20.016568465,Oman
1,01/01/2017,37.041830702,Qatar
1,01/01/2017,93.938270851,Saudi Arabia
1,01/01/2017,64.002843219,United Arab Emirates
1,01/01/2017,33.435081685,Algeria
1,01/01/2017,48.09470459,Egypt
1,01/01/2017,0.979609148,Morocco
1,01/01/2017,3.81034961,South Africa
1,01/01/2017,1.72622305,Eastern Africa
1,01/01/2017,35.461941969,Australia
1,01/01/2017,22.921826589,Bangladesh
1,01/01/2017,206.739785011,China
1,01/01/2017,2.679396636,China Hong Kong SAR
1,01/01/2017,46.204251784,India
1,01/01/2017,33.146534223,Indonesia
1,01/01/2017,100.590270004,Japan
1,01/01/2017,35.933132601,Malaysia
1,01/01/2017,4.291793739,New Zealand
1,01/01/2017,35.029736627,Pakistan
1,01/01/2017,3.245423092,Philippines
1,01/01/2017,10.565480566,Singapore
1,01/01/2017,42.782796876,South Korea
1,01/01/2017,0,Sri Lanka
1,01/01/2017,19.987155611,Taiwan
1,01/01/2017,43.064311606,Thailand
1,01/01/2017,8.186319862,Vietnam
1,01/01/2018,99.516039595,Canada
1,01/01/2018,76.950747773,Mexico
1,01/01/2018,702.588114015,US
1,01/01/2018,41.878108066,Argentina
1,01/01/2018,30.860531103,Brazil
1,01/01/2018,5.514797362,Chile
1,01/01/2018,11.201752147,Colombia
1,01/01/2018,0.608111693,Ecuador
1,01/01/2018,6.053575481,Peru
1,01/01/2018,13.158255216,Trinidad & Tobago
1,01/01/2018,28.72627285,Venezuela
1,01/01/2018,7.469405771,Austria
1,01/01/2018,14.509114359,Belgium
1,01/01/2018,2.599247635,Bulgaria
1,01/01/2018,2.423578406,Croatia
1,01/01/2018,0,Cyprus
1,01/01/2018,6.863993981,Czech Republic
1,01/01/2018,2.700049111,Denmark
1,01/01/2018,0.404466302,Estonia
1,01/01/2018,1.757332569,Finland
1,01/01/2018,36.725794813,France
1,01/01/2018,75.917585538,Germany
1,01/01/2018,4.071051064,Greece
1,01/01/2018,8.263255947,Hungary
1,01/01/2018,0,Iceland
1,01/01/2018,4.480257251,Ireland
1,01/01/2018,59.513399061,Italy
1,01/01/2018,1.17933147,Latvia
1,01/01/2018,1.924924334,Lithuania
1,01/01/2018,0.683675069,Luxembourg
1,01/01/2018,30.691697717,Netherlands
1,01/01/2018,0.209513942,North Macedonia
1,01/01/2018,3.854535815,Norway
1,01/01/2018,16.972229874,Poland
1,01/01/2018,5.034147119,Portugal
1,01/01/2018,9.347907026,Romania
1,01/01/2018,4.000623201,Slovakia
1,01/01/2018,0.733496275,Slovenia
1,01/01/2018,27.058362677,Spain
1,01/01/2018,0.698266392,Sweden
1,01/01/2018,2.573533815,Switzerland
1,01/01/2018,40.669133276,Turkey
1,01/01/2018,26.284673872,Ukraine
1,01/01/2018,67.839020849,United Kingdom
1,01/01/2018,9.299924764,Azerbaijan
1,01/01/2018,16.611421264,Belarus
1,01/01/2018,16.711661932,Kazakhstan
1,01/01/2018,390.799065711,Russian Federation
1,01/01/2018,24.413009788,Turkmenistan
1,01/01/2018,,USSR
1,01/01/2018,36.625780688,Uzbekistan
1,01/01/2018,193.943396297,Iran
1,01/01/2018,14.659760013,Iraq
1,01/01/2018,9.048086844,Israel
1,01/01/2018,18.725789146,Kuwait
1,01/01/2018,21.405851643,Oman
1,01/01/2018,36.021598778,Qatar
1,01/01/2018,96.405156087,Saudi Arabia
1,01/01/2018,65.833185338,United Arab Emirates
1,01/01/2018,36.745485813,Algeria
1,01/01/2018,51.203813589,Egypt
1,01/01/2018,0.885328878,Morocco
1,01/01/2018,3.727782972,South Africa
1,01/01/2018,1.856106512,Eastern Africa
1,01/01/2018,35.594727461,Australia
1,01/01/2018,24.389886253,Bangladesh
1,01/01/2018,243.332726958,China
1,01/01/2018,2.594454056,China Hong Kong SAR
