Number of Records,Oil_Year,Oil_Value,Countries
1,01/01/2008,14.623767465,Vietnam
1,01/01/2009,99.76239597,Canada
1,01/01/2009,92.9402184,Mexico
1,01/01/2009,860.5885131,US
1,01/01/2009,25.006119495,Argentina
1,01/01/2009,112.891066232,Brazil
1,01/01/2009,18.731998341,Chile
1,01/01/2009,11.021976906,Colombia
1,01/01/2009,9.234149841,Ecuador
1,01/01/2009,8.733750599,Peru
1,01/01/2009,2.193806503,Trinidad & Tobago
1,01/01/2009,35.298780418,Venezuela
1,01/01/2009,13.201407607,Austria
1,01/01/2009,33.410582436,Belgium
1,01/01/2009,4.648651548,Bulgaria
1,01/01/2009,4.451527221,Croatia
1,01/01/2009,2.992016194,Cyprus
1,01/01/2009,9.990570794,Czech Republic
1,01/01/2009,8.488278705,Denmark
1,01/01/2009,1.372557952,Estonia
1,01/01/2009,10.365965321,Finland
1,01/01/2009,90.31727121,France
1,01/01/2009,118.666825929,Germany
1,01/01/2009,20.977906791,Greece
1,01/01/2009,7.393463313,Hungary
1,01/01/2009,0.759860681,Iceland
1,01/01/2009,8.225371644,Ireland
1,01/01/2009,77.21114529,Italy
1,01/01/2009,1.578278446,Latvia
1,01/01/2009,2.668547989,Lithuania
1,01/01/2009,2.845940841,Luxembourg
1,01/01/2009,45.957534677,Netherlands
1,01/01/2009,0.981510005,North Macedonia
1,01/01/2009,10.343726564,Norway
1,01/01/2009,27.144451471,Poland
1,01/01/2009,13.44940284,Portugal
1,01/01/2009,9.461700583,Romania
1,01/01/2009,3.842807299,Slovakia
1,01/01/2009,2.690886772,Slovenia
1,01/01/2009,74.121821042,Spain
1,01/01/2009,15.923454015,Sweden
1,01/01/2009,12.770562175,Switzerland
1,01/01/2009,33.635460137,Turkey
1,01/01/2009,14.014413469,Ukraine
1,01/01/2009,79.79603055,United Kingdom
1,01/01/2009,3.452282548,Azerbaijan
1,01/01/2009,9.309484284,Belarus
1,01/01/2009,9.617814344,Kazakhstan
1,01/01/2009,132.457640603,Russian Federation
1,01/01/2009,5.198617751,Turkmenistan
1,01/01/2009,,USSR
1,01/01/2009,4.39862463,Uzbekistan
1,01/01/2009,93.868855687,Iran
1,01/01/2009,26.050564149,Iraq
1,01/01/2009,11.147281166,Israel
1,01/01/2009,20.877737921,Kuwait
1,01/01/2009,5.75825128,Oman
1,01/01/2009,6.546032018,Qatar
1,01/01/2009,130.164106667,Saudi Arabia
1,01/01/2009,30.164641827,United Arab Emirates
1,01/01/2009,15.488772953,Algeria
1,01/01/2009,35.381215694,Egypt
1,01/01/2009,11.102516891,Morocco
1,01/01/2009,25.048017766,South Africa
1,01/01/2009,20.130774919,Eastern Africa
1,01/01/2009,45.43986164,Australia
1,01/01/2009,3.639855529,Bangladesh
1,01/01/2009,400.586799526,China
1,01/01/2009,16.911854482,China Hong Kong SAR
1,01/01/2009,157.025194663,India
1,01/01/2009,63.491228765,Indonesia
1,01/01/2009,208.206139675,Japan
1,01/01/2009,30.776750843,Malaysia
1,01/01/2009,7.1641453,New Zealand
1,01/01/2009,21.166908785,Pakistan
1,01/01/2009,14.503058998,Philippines
1,01/01/2009,55.791417473,Singapore
1,01/01/2009,109.014030968,South Korea
1,01/01/2009,4.322396905,Sri Lanka
1,01/01/2009,47.959167428,Taiwan
1,01/01/2009,48.624995977,Thailand
1,01/01/2009,14.750988094,Vietnam
1,01/01/2010,107.068086329,Canada
1,01/01/2010,93.343640689,Mexico
1,01/01/2010,877.453256733,US
1,01/01/2010,28.56886252,Argentina
1,01/01/2010,122.789129005,Brazil
1,01/01/2010,16.588397243,Chile
1,01/01/2010,12.32052522,Colombia
1,01/01/2010,10.677058077,Ecuador
1,01/01/2010,9.077295216,Peru
1,01/01/2010,2.275000919,Trinidad & Tobago
1,01/01/2010,35.233805176,Venezuela
1,01/01/2010,13.738996624,Austria
1,01/01/2010,34.777312778,Belgium
1,01/01/2010,4.15609554,Bulgaria
1,01/01/2010,3.773678229,Croatia
1,01/01/2010,2.89740021,Cyprus
1,01/01/2010,9.491842959,Czech Republic
1,01/01/2010,8.602648714,Denmark
1,01/01/2010,1.433640177,Estonia
1,01/01/2010,10.857326824,Finland
1,01/01/2010,87.262297413,France
1,01/01/2010,119.489738488,Germany
1,01/01/2010,19.092690879,Greece
1,01/01/2010,7.010413681,Hungary
1,01/01/2010,0.727826908,Iceland
1,01/01/2010,7.851010557,Ireland
1,01/01/2010,75.276725494,Italy
1,01/01/2010,1.811129504,Latvia
1,01/01/2010,2.73026944,Lithuania
1,01/01/2010,2.978649128,Luxembourg
1,01/01/2010,46.660730975,Netherlands
1,01/01/2010,0.943885345,North Macedonia
1,01/01/2010,10.586663417,Norway
1,01/01/2010,28.506199274,Poland
1,01/01/2010,13.264578246,Portugal
1,01/01/2010,8.963576884,Romania
1,01/01/2010,4.036190933,Slovakia
1,01/01/2010,2.716104875,Slovenia
1,01/01/2010,72.650333642,Spain
1,01/01/2010,16.066896288,Sweden
1,01/01/2010,11.855547975,Switzerland
1,01/01/2010,32.785258981,Turkey
1,01/01/2010,13.130242166,Ukraine
1,01/01/2010,79.035225779,United Kingdom
1,01/01/2010,3.408121682,Azerbaijan
1,01/01/2010,7.52782046,Belarus
1,01/01/2010,10.232950892,Kazakhstan
1,01/01/2010,137.92792518,Russian Federation
1,01/01/2010,5.747052976,Turkmenistan
1,01/01/2010,,USSR
1,01/01/2010,3.738497134,Uzbekistan
1,01/01/2010,85.604463476,Iran
1,01/01/2010,27.770912923,Iraq
1,01/01/2010,11.520310677,Israel
1,01/01/2010,21.452127642,Kuwait
1,01/01/2010,6.580911478,Oman
1,01/01/2010,7.047291642,Qatar
1,01/01/2010,141.291505574,Saudi Arabia
1,01/01/2010,32.15839744,United Arab Emirates
1,01/01/2010,15.481414875,Algeria
1,01/01/2010,37.382262225,Egypt
1,01/01/2010,12.348965221,Morocco
1,01/01/2010,26.552948189,South Africa
1,01/01/2010,20.850297075,Eastern Africa
1,01/01/2010,45.610856003,Australia
1,01/01/2010,4.055106839,Bangladesh
1,01/01/2010,455.498899553,China
1,01/01/2010,18.287540691,China Hong Kong SAR
1,01/01/2010,160.581275875,India
1,01/01/2010,67.624103985,Indonesia
1,01/01/2010,210.516028259,Japan
1,01/01/2010,30.874495966,Malaysia
1,01/01/2010,7.322128636,New Zealand
1,01/01/2010,20.969912398,Pakistan
1,01/01/2010,15.171927728,Philippines
1,01/01/2010,61.267600056,Singapore
1,01/01/2010,110.514371268,South Korea
1,01/01/2010,4.295875555,Sri Lanka
1,01/01/2010,48.990154761,Taiwan
1,01/01/2010,50.213514599,Thailand
1,01/01/2010,15.960239968,Vietnam
1,01/01/2011,110.367291258,Canada
1,01/01/2011,94.899631993,Mexico
1,01/01/2011,862.165030989,US
1,01/01/2011,28.852376802,Argentina
1,01/01/2011,128.37318516,Brazil
1,01/01/2011,18.112357156,Chile
1,01/01/2011,13.231028462,Colombia
1,01/01/2011,10.948527084,Ecuador
1,01/01/2011,10.488599096,Peru
1,01/01/2011,2.136652927,Trinidad & Tobago
1,01/01/2011,35.740297683,Venezuela
1,01/01/2011,12.783001232,Austria
1,01/01/2011,32.465451548,Belgium
1,01/01/2011,3.966923604,Bulgaria
1,01/01/2011,3.592041067,Croatia
1,01/01/2011,2.848787141,Cyprus
1,01/01/2011,9.681710165,Czech Republic
1,01/01/2011,8.455961731,Denmark
1,01/01/2011,1.383269334,Estonia
1,01/01/2011,10.340037201,Finland
1,01/01/2011,85.444404642,France
1,01/01/2011,115.788943011,Germany
1,01/01/2011,18.028807359,Greece
1,01/01/2011,7.347799832,Hungary
1,01/01/2011,0.716694253,Iceland
1,01/01/2011,7.210903762,Ireland
1,01/01/2011,72.581764365,Italy
1,01/01/2011,1.663140244,Latvia
1,01/01/2011,2.640403898,Lithuania
1,01/01/2011,3.045785263,Luxembourg
1,01/01/2011,47.315308302,Netherlands
1,01/01/2011,0.977825274,North Macedonia
1,01/01/2011,10.500263717,Norway
1,01/01/2011,28.442715372,Poland
1,01/01/2011,12.459752086,Portugal
1,01/01/2011,9.27787494,Romania
1,01/01/2011,3.952346064,Slovakia
1,01/01/2011,2.696877115,Slovenia
1,01/01/2011,69.599012664,Spain
1,01/01/2011,15.029631111,Sweden
1,01/01/2011,11.500434998,Switzerland
1,01/01/2011,32.095057108,Turkey
1,01/01/2011,13.623550141,Ukraine
1,01/01/2011,76.71946323,United Kingdom
1,01/01/2011,4.177263359,Azerbaijan
1,01/01/2011,8.53962955,Belarus
1,01/01/2011,11.9052139,Kazakhstan
1,01/01/2011,147.046888975,Russian Federation
1,01/01/2011,5.987602799,Turkmenistan
1,01/01/2011,,USSR
1,01/01/2011,3.515306845,Uzbekistan
1,01/01/2011,89.30035912,Iran
1,01/01/2011,30.512779294,Iraq
1,01/01/2011,12.161295153,Israel
1,01/01/2011,19.939220423,Kuwait
1,01/01/2011,6.947346357,Oman
1,01/01/2011,8.755300228,Qatar
1,01/01/2011,144.411789844,Saudi Arabia
1,01/01/2011,34.920355461,United Arab Emirates
1,01/01/2011,16.528603014,Algeria
1,01/01/2011,34.833564178,Egypt
1,01/01/2011,13.176169336,Morocco
1,01/01/2011,26.683195043,South Africa
1,01/01/2011,22.090817509,Eastern Africa
1,01/01/2011,48.156154382,Australia
1,01/01/2011,5.240103808,Bangladesh
1,01/01/2011,472.441583943,China
1,01/01/2011,18.438930069,China Hong Kong SAR
1,01/01/2011,168.330794839,India
1,01/01/2011,76.026647248,Indonesia
1,01/01/2011,211.032032954,Japan
1,01/01/2011,33.00867343,Malaysia
1,01/01/2011,7.30029285,New Zealand
1,01/01/2011,21.111933895,Pakistan
1,01/01/2011,14.369756738,Philippines
1,01/01/2011,64.030543439,Singapore
1,01/01/2011,111.445281178,South Korea
1,01/01/2011,4.576972774,Sri Lanka
1,01/01/2011,44.546576931,Taiwan
1,01/01/2011,52.378238454,Thailand
1,01/01/2011,17.35630749,Vietnam
1,01/01/2012,107.47196198,Canada
1,01/01/2012,96.431584002,Mexico
1,01/01/2012,843.835305149,US
1,01/01/2012,30.146814244,Argentina
1,01/01/2012,131.290794259,Brazil
1,01/01/2012,18.110686209,Chile
1,01/01/2012,14.336473633,Colombia
1,01/01/2012,11.334712913,Ecuador
1,01/01/2012,10.160453928,Peru
1,01/01/2012,2.040377837,Trinidad & Tobago
1,01/01/2012,38.462844766,Venezuela
1,01/01/2012,12.739071697,Austria
1,01/01/2012,31.50178698,Belgium
1,01/01/2012,4.206842078,Bulgaria
1,01/01/2012,3.244203418,Croatia
1,01/01/2012,2.654770803,Cyprus
1,01/01/2012,9.533967319,Czech Republic
1,01/01/2012,7.959371721,Denmark
1,01/01/2012,1.627668375,Estonia
1,01/01/2012,9.899253021,Finland
1,01/01/2012,82.950768879,France
1,01/01/2012,115.296840976,Germany
1,01/01/2012,15.961205883,Greece
1,01/01/2012,6.784085176,Hungary
1,01/01/2012,0.708176101,Iceland
1,01/01/2012,6.869855622,Ireland
1,01/01/2012,67.821446543,Italy
1,01/01/2012,1.657313471,Latvia
1,01/01/2012,2.719311684,Lithuania
1,01/01/2012,2.941746847,Luxembourg
1,01/01/2012,44.955711868,Netherlands
1,01/01/2012,0.94500542,North Macedonia
1,01/01/2012,10.520880098,Norway
1,01/01/2012,27.492828213,Poland
1,01/01/2012,11.345124396,Portugal
1,01/01/2012,9.326004753,Romania
1,01/01/2012,3.660455551,Slovakia
1,01/01/2012,2.657024749,Slovenia
1,01/01/2012,65.541626214,Spain
1,01/01/2012,14.917636746,Sweden
1,01/01/2012,11.716928585,Switzerland
1,01/01/2012,33.786619901,Turkey
1,01/01/2012,13.074064469,Ukraine
1,01/01/2012,74.491967425,United Kingdom
1,01/01/2012,4.36889149,Azerbaijan
1,01/01/2012,10.443166428,Belarus
1,01/01/2012,11.973131537,Kazakhstan
1,01/01/2012,149.572429747,Russian Federation
1,01/01/2012,6.239880482,Turkmenistan
1,01/01/2012,,USSR
1,01/01/2012,3.133957796,Uzbekistan
1,01/01/2012,90.715336492,Iran
1,01/01/2012,32.584566023,Iraq
1,01/01/2012,14.299927063,Israel
1,01/01/2012,22.264241371,Kuwait
1,01/01/2012,7.536956047,Oman
1,01/01/2012,9.033108423,Qatar
1,01/01/2012,151.844834867,Saudi Arabia
1,01/01/2012,36.441018035,United Arab Emirates
1,01/01/2012,17.57482956,Algeria
1,01/01/2012,36.458904436,Egypt
1,01/01/2012,13.258009338,Morocco
1,01/01/2012,27.365031398,South Africa
1,01/01/2012,22.624198694,Eastern Africa
1,01/01/2012,49.576066476,Australia
1,01/01/2012,5.592301703,Bangladesh
1,01/01/2012,495.283490318,China
1,01/01/2012,17.643807073,China Hong Kong SAR
1,01/01/2012,178.273990257,India
1,01/01/2012,78.446356421,Indonesia
1,01/01/2012,224.89010235,Japan
1,01/01/2012,34.565702112,Malaysia
1,01/01/2012,7.246778505,New Zealand
1,01/01/2012,20.458459746,Pakistan
1,01/01/2012,14.96360658,Philippines
1,01/01/2012,63.754864679,Singapore
1,01/01/2012,114.738204032,South Korea
1,01/01/2012,4.74542852,Sri Lanka
1,01/01/2012,44.533193502,Taiwan
1,01/01/2012,55.130667486,Thailand
1,01/01/2012,17.559155445,Vietnam
1,01/01/2013,107.805689821,Canada
1,01/01/2013,93.758781075,Mexico
1,01/01/2013,859.769125911,US
1,01/01/2013,32.351584294,Argentina
1,01/01/2013,140.307202289,Brazil
1,01/01/2013,17.476258766,Chile
1,01/01/2013,14.440138856,Colombia
1,01/01/2013,12.009875526,Ecuador
1,01/01/2013,10.690011464,Peru
1,01/01/2013,2.278077699,Trinidad & Tobago
1,01/01/2013,38.045022463,Venezuela
1,01/01/2013,12.91742183,Austria
1,01/01/2013,32.305194201,Belgium
1,01/01/2013,3.918839879,Bulgaria
1,01/01/2013,3.125038703,Croatia
1,01/01/2013,2.352672303,Cyprus
1,01/01/2013,9.130494209,Czech Republic
1,01/01/2013,7.929079702,Denmark
1,01/01/2013,1.604326977,Estonia
1,01/01/2013,10.392459374,Finland
1,01/01/2013,81.953856599,France
1,01/01/2013,117.461070985,Germany
1,01/01/2013,15.032693884,Greece
1,01/01/2013,6.677949651,Hungary
1,01/01/2013,0.742527443,Iceland
1,01/01/2013,6.932943221,Ireland
1,01/01/2013,61.911672768,Italy
1,01/01/2013,1.673936003,Latvia
1,01/01/2013,2.642399372,Lithuania
1,01/01/2013,2.900145253,Luxembourg
1,01/01/2013,42.71721186,Netherlands
1,01/01/2013,0.923003124,North Macedonia
1,01/01/2013,10.603167215,Norway
1,01/01/2013,25.602327845,Poland
1,01/01/2013,11.700066817,Portugal
1,01/01/2013,8.504048557,Romania
1,01/01/2013,3.672814871,Slovakia
1,01/01/2013,2.523478002,Slovenia
1,01/01/2013,60.481416068,Spain
1,01/01/2013,14.68547191,Sweden
1,01/01/2013,12.264787582,Switzerland
1,01/01/2013,36.485508169,Turkey
1,01/01/2013,12.437511226,Ukraine
1,01/01/2013,73.445826574,United Kingdom
1,01/01/2013,4.755300193,Azerbaijan
1,01/01/2013,7.199456124,Belarus
1,01/01/2013,12.588499155,Kazakhstan
1,01/01/2013,149.476524495,Russian Federation
1,01/01/2013,6.4419272,Turkmenistan
1,01/01/2013,,USSR
1,01/01/2013,2.957573039,Uzbekistan
1,01/01/2013,99.888748755,Iran
1,01/01/2013,34.912828899,Iraq
1,01/01/2013,10.585281971,Israel
1,01/01/2013,23.150181953,Kuwait
1,01/01/2013,8.689423089,Oman
1,01/01/2013,10.224493708,Qatar
1,01/01/2013,152.209055823,Saudi Arabia
1,01/01/2013,40.334645548,United Arab Emirates
1,01/01/2013,18.364263543,Algeria
1,01/01/2013,36.85702737,Egypt
1,01/01/2013,13.410375175,Morocco
1,01/01/2013,27.7491856,South Africa
1,01/01/2013,23.847320115,Eastern Africa
1,01/01/2013,49.887720774,Australia
1,01/01/2013,5.474927053,Bangladesh
1,01/01/2013,517.293799701,China
1,01/01/2013,18.034128108,China Hong Kong SAR
1,01/01/2013,179.53706153,India
1,01/01/2013,79.526334145,Indonesia
1,01/01/2013,214.651149708,Japan
1,01/01/2013,36.755555173,Malaysia
1,01/01/2013,7.35063539,New Zealand
1,01/01/2013,22.425776589,Pakistan
1,01/01/2013,15.751246871,Philippines
1,01/01/2013,64.558015444,Singapore
1,01/01/2013,114.29360148,South Korea
1,01/01/2013,4.005943342,Sri Lanka
1,01/01/2013,45.521823334,Taiwan
1,01/01/2013,57.244796088,Thailand
1,01/01/2013,18.958823127,Vietnam
1,01/01/2014,109.646463581,Canada
1,01/01/2014,89.514739882,Mexico
1,01/01/2014,866.147644541,US
1,01/01/2014,31.916015816,Argentina
1,01/01/2014,145.666175693,Brazil
1,01/01/2014,16.98261813,Chile
1,01/01/2014,15.346421211,Colombia
1,01/01/2014,12.652998799,Ecuador
1,01/01/2014,10.484210475,Peru
1,01/01/2014,2.097152513,Trinidad & Tobago
1,01/01/2014,34.872293131,Venezuela
1,01/01/2014,12.575682202,Austria
1,01/01/2014,31.99220125,Belgium
1,01/01/2014,4.167083746,Bulgaria
1,01/01/2014,3.26787323,Croatia
1,01/01/2014,2.354489777,Cyprus
1,01/01/2014,9.679757945,Czech Republic
1,01/01/2014,7.974465093,Denmark
1,01/01/2014,1.497702637,Estonia
1,01/01/2014,10.046101739,Finland
1,01/01/2014,79.584644156,France
1,01/01/2014,114.50198844,Germany
1,01/01/2014,14.896579153,Greece
1,01/01/2014,7.46791051,Hungary
1,01/01/2014,0.775566566,Iceland
1,01/01/2014,6.903026271,Ireland
1,01/01/2014,58.512104085,Italy
1,01/01/2014,1.685757104,Latvia
1,01/01/2014,2.596112699,Lithuania
1,01/01/2014,2.812772881,Luxembourg
1,01/01/2014,40.82750828,Netherlands
1,01/01/2014,0.915203105,North Macedonia
1,01/01/2014,9.955542631,Norway
1,01/01/2014,25.65723405,Poland
1,01/01/2014,11.579807899,Portugal
1,01/01/2014,9.093941841,Romania
1,01/01/2014,3.448277037,Slovakia
1,01/01/2014,2.48013673,Slovenia
1,01/01/2014,60.320566047,Spain
1,01/01/2014,14.59553328,Sweden
1,01/01/2014,11.005773019,Switzerland
1,01/01/2014,37.246486004,Turkey
1,01/01/2014,10.654505822,Ukraine
1,01/01/2014,73.506548573,United Kingdom
1,01/01/2014,4.668457335,Azerbaijan
1,01/01/2014,8.171524529,Belarus
1,01/01/2014,12.644458404,Kazakhstan
1,01/01/2014,157.409407404,Russian Federation
1,01/01/2014,6.740459038,Turkmenistan
1,01/01/2014,,USSR
1,01/01/2014,2.786407471,Uzbekistan
1,01/01/2014,93.947113743,Iran
1,01/01/2014,33.096784699,Iraq
1,01/01/2014,10.082054133,Israel
1,01/01/2014,19.860900804,Kuwait
1,01/01/2014,8.935975372,Oman
1,01/01/2014,10.676165743,Qatar
1,01/01/2014,167.043864146,Saudi Arabia
1,01/01/2014,40.7796182,United Arab Emirates
1,01/01/2014,19.082128356,Algeria
1,01/01/2014,39.498668958,Egypt
1,01/01/2014,12.775994737,Morocco
1,01/01/2014,27.489966855,South Africa
1,01/01/2014,24.999970826,Eastern Africa
1,01/01/2014,50.585069425,Australia
1,01/01/2014,6.147223969,Bangladesh
1,01/01/2014,539.263710164,China
1,01/01/2014,17.097019278,China Hong Kong SAR
1,01/01/2014,184.706502446,India
1,01/01/2014,80.662716377,Indonesia
1,01/01/2014,204.036357241,Japan
1,01/01/2014,36.536308035,Malaysia
1,01/01/2014,7.496458112,New Zealand
1,01/01/2014,23.192290768,Pakistan
1,01/01/2014,16.732716145,Philippines
1,01/01/2014,66.299486123,Singapore
1,01/01/2014,114.057713431,South Korea
1,01/01/2014,3.47238881,Sri Lanka
1,01/01/2014,47.053992145,Taiwan
1,01/01/2014,57.577616043,Thailand
1,01/01/2014,19.511255341,Vietnam
1,01/01/2015,106.966206508,Canada
1,01/01/2015,88.486157181,Mexico
1,01/01/2015,884.512177993,US
1,01/01/2015,32.904958191,Argentina
1,01/01/2015,140.62337082,Brazil
1,01/01/2015,17.147457349,Chile
1,01/01/2015,16.159843361,Colombia
1,01/01/2015,12.27922861,Ecuador
1,01/01/2015,11.573374901,Peru
1,01/01/2015,2.297626157,Trinidad & Tobago
1,01/01/2015,30.738410773,Venezuela
1,01/01/2015,12.61988387,Austria
1,01/01/2015,32.933178953,Belgium
1,01/01/2015,4.725555077,Bulgaria
1,01/01/2015,3.388500512,Croatia
1,01/01/2015,2.411323379,Cyprus
1,01/01/2015,9.479700885,Czech Republic
1,01/01/2015,8.055840121,Denmark
1,01/01/2015,1.484800021,Estonia
1,01/01/2015,10.004845845,Finland
1,01/01/2015,79.246355881,France
1,01/01/2015,114.171038693,Germany
1,01/01/2015,15.40254548,Greece
1,01/01/2015,7.890551683,Hungary
1,01/01/2015,0.861174143,Iceland
1,01/01/2015,7.205678714,Ireland
1,01/01/2015,61.104982671,Italy
1,01/01/2015,1.768771981,Latvia
1,01/01/2015,2.835480384,Lithuania
1,01/01/2015,2.777782514,Luxembourg
1,01/01/2015,39.810968726,Netherlands
1,01/01/2015,0.981181111,North Macedonia
1,01/01/2015,10.1948835,Norway
1,01/01/2015,26.737904992,Poland
1,01/01/2015,11.865772086,Portugal
1,01/01/2015,9.269466347,Romania
1,01/01/2015,3.733095013,Slovakia
1,01/01/2015,2.430569811,Slovenia
1,01/01/2015,62.247563779,Spain
1,01/01/2015,14.5415684,Sweden
1,01/01/2015,11.17167735,Switzerland
1,01/01/2015,44.004158665,Turkey
1,01/01/2015,9.373223205,Ukraine
1,01/01/2015,75.253543966,United Kingdom
1,01/01/2015,4.737910785,Azerbaijan
1,01/01/2015,6.970009888,Belarus
1,01/01/2015,14.091199166,Kazakhstan
1,01/01/2015,149.363589893,Russian Federation
1,01/01/2015,6.78742997,Turkmenistan
1,01/01/2015,,USSR
1,01/01/2015,2.592119566,Uzbekistan
1,01/01/2015,85.578812993,Iran
1,01/01/2015,33.222866527,Iraq
1,01/01/2015,10.723297135,Israel
1,01/01/2015,20.80655645,Kuwait
1,01/01/2015,8.987219231,Oman
1,01/01/2015,11.669170406,Qatar
1,01/01/2015,173.482907882,Saudi Arabia
1,01/01/2015,43.817373044,United Arab Emirates
1,01/01/2015,20.305114641,Algeria
1,01/01/2015,41.062719399,Egypt
1,01/01/2015,12.487096404,Morocco
1,01/01/2015,28.615159103,South Africa
1,01/01/2015,27.585744043,Eastern Africa
1,01/01/2015,48.510562625,Australia
1,01/01/2015,6.506069266,Bangladesh
1,01/01/2015,573.309024985,China
1,01/01/2015,18.740484723,China Hong Kong SAR
1,01/01/2015,199.835701761,India
1,01/01/2015,73.750764594,Indonesia
1,01/01/2015,196.507314189,Japan
1,01/01/2015,36.175421933,Malaysia
1,01/01/2015,7.79494634,New Zealand
1,01/01/2015,25.276054439,Pakistan
1,01/01/2015,19.064791647,Philippines
1,01/01/2015,70.035227581,Singapore
1,01/01/2015,120.165369657,South Korea
1,01/01/2015,4.310711031,Sri Lanka
1,01/01/2015,47.492445507,Taiwan
1,01/01/2015,60.244184724,Thailand
1,01/01/2015,21.189894822,Vietnam
1,01/01/2016,108.702138335,Canada
1,01/01/2016,89.128402084,Mexico
1,01/01/2016,893.263915122,US
1,01/01/2016,32.314051758,Argentina
1,01/01/2016,132.70325948,Brazil
1,01/01/2016,18.172829166,Chile
1,01/01/2016,16.797377669,Colombia
1,01/01/2016,11.543418935,Ecuador
1,01/01/2016,12.156935169,Peru
1,01/01/2016,2.431219905,Trinidad & Tobago
1,01/01/2016,25.894701795,Venezuela
1,01/01/2016,12.873085579,Austria
1,01/01/2016,33.663514231,Belgium
1,01/01/2016,4.765004449,Bulgaria
1,01/01/2016,3.379623815,Croatia
1,01/01/2016,2.628387424,Cyprus
1,01/01/2016,8.857742585,Czech Republic
1,01/01/2016,7.922188457,Denmark
1,01/01/2016,1.453064235,Estonia
1,01/01/2016,10.497525956,Finland
1,01/01/2016,78.715855915,France
1,01/01/2016,116.479170751,Germany
1,01/01/2016,15.445098551,Greece
1,01/01/2016,7.83719527,Hungary
1,01/01/2016,0.94836178,Iceland
1,01/01/2016,7.536883604,Ireland
1,01/01/2016,61.566378963,Italy
1,01/01/2016,1.811841367,Latvia
1,01/01/2016,3.065963946,Lithuania
1,01/01/2016,2.780471799,Luxembourg
1,01/01/2016,41.007299446,Netherlands
1,01/01/2016,1.100915472,North Macedonia
1,01/01/2016,9.920563685,Norway
1,01/01/2016,29.057073675,Poland
1,01/01/2016,11.677138244,Portugal
1,01/01/2016,9.788045142,Romania
1,01/01/2016,3.869349121,Slovakia
1,01/01/2016,2.595397262,Slovenia
1,01/01/2016,64.474860292,Spain
1,01/01/2016,15.290171022,Sweden
1,01/01/2016,10.59047175,Switzerland
1,01/01/2016,47.438852752,Turkey
1,01/01/2016,9.947503927,Ukraine
1,01/01/2016,77.507659534,United Kingdom
1,01/01/2016,4.706360988,Azerbaijan
1,01/01/2016,6.85345622,Belarus
1,01/01/2016,14.504083255,Kazakhstan
1,01/01/2016,153.062069148,Russian Federation
1,01/01/2016,6.73814818,Turkmenistan
1,01/01/2016,,USSR
1,01/01/2016,2.397940503,Uzbekistan
1,01/01/2016,81.79452403,Iran
1,01/01/2016,36.963909043,Iraq
1,01/01/2016,10.94813549,Israel
1,01/01/2016,20.509496568,Kuwait
1,01/01/2016,9.212233432,Oman
1,01/01/2016,12.799429282,Qatar
1,01/01/2016,171.496243091,Saudi Arabia
1,01/01/2016,46.61960243,United Arab Emirates
1,01/01/2016,19.728378272,Algeria
1,01/01/2016,42.147344711,Egypt
1,01/01/2016,12.787492739,Morocco
1,01/01/2016,27.502369596,South Africa
1,01/01/2016,28.284389462,Eastern Africa
1,01/01/2016,50.260495239,Australia
1,01/01/2016,7.063757994,Bangladesh
1,01/01/2016,587.047536759,China
1,01/01/2016,19.408873618,China Hong Kong SAR
1,01/01/2016,219.485439375,India
1,01/01/2016,76.448152606,Indonesia
1,01/01/2016,190.960010689,Japan
1,01/01/2016,36.380547641,Malaysia
1,01/01/2016,7.948659877,New Zealand
1,01/01/2016,28.275888421,Pakistan
1,01/01/2016,20.494473813,Philippines
1,01/01/2016,72.946824498,Singapore
1,01/01/2016,129.333490493,South Korea
1,01/01/2016,5.068024981,Sri Lanka
1,01/01/2016,48.747629647,Taiwan
1,01/01/2016,62.490385099,Thailand
1,01/01/2016,22.473841803,Vietnam
1,01/01/2017,108.79675281,Canada
1,01/01/2017,85.819769499,Mexico
1,01/01/2017,901.997187427,US
1,01/01/2017,32.036982515,Argentina
1,01/01/2017,136.09499558,Brazil
1,01/01/2017,17.673096802,Chile
1,01/01/2017,16.450652335,Colombia
1,01/01/2017,11.284931095,Ecuador
1,01/01/2017,12.002463735,Peru
1,01/01/2017,2.120489847,Trinidad & Tobago
1,01/01/2017,22.136051149,Venezuela
1,01/01/2017,13.100260734,Austria
1,01/01/2017,33.736713569,Belgium
1,01/01/2017,4.968374439,Bulgaria
1,01/01/2017,3.612039644,Croatia
1,01/01/2017,2.697788135,Cyprus
1,01/01/2017,10.381481696,Czech Republic
1,01/01/2017,7.8884905,Denmark
1,01/01/2017,1.511772023,Estonia
1,01/01/2017,10.260077536,Finland
1,01/01/2017,79.05584342,France
1,01/01/2017,118.995167424,Germany
1,01/01/2017,15.969549455,Greece
1,01/01/2017,8.322915001,Hungary
1,01/01/2017,1.008051302,Iceland
1,01/01/2017,7.555846421,Ireland
1,01/01/2017,61.995093196,Italy
1,01/01/2017,1.840398086,Latvia
1,01/01/2017,3.191140702,Lithuania
1,01/01/2017,2.929513904,Luxembourg
1,01/01/2017,39.608275076,Netherlands
1,01/01/2017,1.050603738,North Macedonia
1,01/01/2017,10.050961527,Norway
1,01/01/2017,31.689706458,Poland
1,01/01/2017,11.951507854,Portugal
1,01/01/2017,10.262378069,Romania
